,track,artist,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorus_hit,sections,target
917,Fast Lane,Bad Meets Evil,spotify:track:2c5Isyd07hWsl7AQia2Dig,0.615,0.871,1,-3.804,1,0.281,0.0388,0.0,0.24600000000000002,0.33799999999999997,119.149,249560,5,30.61194,11,1
918,Return To Lemuria - Live,Visions of Atlantis,spotify:track:3cYQO9I2WC5cwK1qjbkue0,0.192,0.9059999999999999,10,-7.547999999999999,1,0.0748,7.48e-05,4.34e-05,0.747,0.0984,82.861,262741,4,35.20214,6,0
919,I See You,Luke Bryan,spotify:track:3Z3D2hnbZnveVhTuOifJyt,0.657,0.821,6,-3.388,1,0.0352,0.0838,0.0,0.0457,0.7140000000000001,130.002,185987,4,22.1343,9,1
920,"Wandering Illusions for Sheng, Clarinet, Violin, Viola, Cello and Piano (2016): V. Wood, Water and Metal",Xiaoyong Chen,spotify:track:1bi3ZusxiZ8ZGMQnQZQ2LL,0.26899999999999996,0.0482,5,-26.968000000000004,1,0.066,0.337,0.812,0.321,0.0735,164.59099999999998,262036,3,33.491409999999995,15,0
921,"Le Bien, Le Mal",Guru,spotify:track:42KjehaZWieQYBUocNehit,0.8420000000000001,0.821,1,-9.86,1,0.163,0.0413,0.00249,0.34600000000000003,0.594,101.986,202160,4,20.45929,12,0
922,"Baby, It's Cold Outside",Glee Cast,spotify:track:7irY7Ldcf6BFpycGl62vum,0.52,0.271,8,-9.806000000000001,1,0.0299,0.618,0.0,0.109,0.509,110.789,166547,4,26.305999999999997,11,1
923,Cutsman,Horse The Band,spotify:track:7JKLQOYQBySEu5zWds2nr2,0.28300000000000003,0.9129999999999999,9,-4.655,1,0.386,0.0142,5.6399999999999995e-05,0.195,0.129,70.512,231120,4,17.76559,10,0
924,Back To You,Louis Tomlinson Featuring Bebe Rexha & Digital Farm Animals,spotify:track:7F9vK8hNFMml4GtHsaXui6,0.6829999999999999,0.53,5,-4.918,0,0.142,0.207,0.0,0.39399999999999996,0.645,75.016,190428,4,19.37376,10,1
925,Decay Dance,XE-NONE,spotify:track:7JaDSIAS8yHFyrf1gOtucD,0.449,0.955,7,-0.29600000000000004,1,0.0465,0.00483,0.0045899999999999995,0.136,0.308,89.979,304000,4,27.37367,14,0
926,If You're Not The One,Daniel Bedingfield,spotify:track:4gJoAvFpDvaeqm2EKYGmhb,0.687,0.537,10,-7.638999999999999,1,0.0305,0.561,0.0,0.107,0.264,120.023,257160,4,71.06697,8,1
927,Grounded,Approaching Nirvana,spotify:track:4o7K8Mb3ww0NnerXuZ2VuK,0.27899999999999997,0.259,0,-11.694,1,0.0317,0.522,0.763,0.302,0.0364,118.228,176968,3,45.08377,7,0
928,I Found a New Way - Live from Spotify House Sxsw '16,Twin Peaks,spotify:track:3n2tIpxc7sKLBfAg0nRIxe,0.253,0.9109999999999999,2,-4.005,1,0.0504,0.00162,4.429999999999999e-05,0.96,0.504,165.71099999999998,151230,4,37.519259999999996,5,0
929,Inconsolable,Backstreet Boys,spotify:track:13J4KuQoJaf0ubp9gzPuFo,0.4,0.754,7,-3.8989999999999996,1,0.0348,0.0186,0.0,0.316,0.231,160.031,216653,4,23.72415,14,1
930,Sanctified,Rick Ross Featuring Kanye West & Big Sean,spotify:track:39RWgrQOBCLQH88wy0TBm9,0.7390000000000001,0.52,9,-6.301,1,0.0679,0.0754,0.0,0.382,0.247,126.041,289627,4,58.850559999999994,12,1
931,Samba Em Preludio,Bet.e and Stef,spotify:track:6z2tx8n7whloDolOJ00fFL,0.389,0.17300000000000001,4,-12.339,0,0.0359,0.9159999999999999,3.37e-05,0.105,0.19699999999999998,80.285,230920,5,38.998129999999996,9,0
932,"I Am A Cybernetic Organism, Living Tissue Over (Metal) Endoskeleton",Austrian Death Machine,spotify:track:4tcDRbXateiJUT7fhQhf12,0.201,0.968,2,-4.087,1,0.171,0.000338,0.00026000000000000003,0.6579999999999999,0.21,181.63,213667,4,22.8607,7,0
933,Big Bank,"YG Featuring 2 Chainz, Big Sean & Nicki Minaj",spotify:track:0ZNrc4kNeQYD9koZ3KvCsy,0.745,0.34600000000000003,1,-7.709,1,0.331,0.005520000000000001,0.0,0.0881,0.11199999999999999,203.91099999999997,237240,4,43.139959999999995,12,1
934,Little Red Corvette,Prince,spotify:track:0msaSsUYDxiu2bFRG3XlIl,0.738,0.665,1,-14.28,1,0.102,0.258,0.000149,0.157,0.647,122.54799999999999,303613,4,22.581429999999997,16,1
935,Mark My Words,Justin Bieber,spotify:track:2SnNaoNhMjC1WRMTWD8qTX,0.38299999999999995,0.256,0,-8.572000000000001,1,0.0332,0.88,2.69e-06,0.16899999999999998,0.519,114.18799999999999,134347,4,50.80174,7,1
936,You're Welcome (Jeté 1),Nate Fifield,spotify:track:5DXbgGC0srDDi8gEFc3kaf,0.475,0.237,0,-18.442999999999998,1,0.0367,0.976,0.8640000000000001,0.0929,0.51,137.386,64250,4,35.61269,4,0
937,The Motto,Drake Featuring Lil Wayne,spotify:track:4Kz4RdRCceaA9VgTqBhBfa,0.7659999999999999,0.442,1,-8.558,1,0.35600000000000004,0.00010700000000000001,6.12e-05,0.111,0.39,201.8,181573,4,38.108909999999995,9,1
938,Lust,Lil Skies,spotify:track:7oJrVhiTPZGBXWPwhxjy9S,0.718,0.767,9,-5.641,1,0.166,0.138,0.0,0.114,0.519,160.084,156000,4,27.44424,9,1
939,Justice and Metal,Battle Beast,spotify:track:4gciKFO8ZLNkHKr39QEdtD,0.457,0.9690000000000001,11,-3.944,0,0.0768,0.00216,0.0239,0.0561,0.28300000000000003,90.095,153533,4,44.01439,6,0
940,Wherever You Are,Jack Ingram,spotify:track:1uRvF355jFHDKrsUWEXkRF,0.5720000000000001,0.81,2,-5.629,1,0.0315,0.057999999999999996,0.0,0.10099999999999999,0.575,107.906,215560,4,18.742179999999998,10,1
941,Sarahdus - Folk Aesthetic Version,Tenhi,spotify:track:55DGvINRsT0GB0iiOBLG7Q,0.134,0.107,5,-15.447000000000001,0,0.0375,0.915,0.958,0.0919,0.0375,65.684,396093,4,89.43415,10,0
942,Live In Love,Times Of Grace,spotify:track:7mi3yosS10Dc63BzLfElAu,0.35100000000000003,0.981,4,-3.443,0,0.0888,8.88e-06,0.0019100000000000002,0.17,0.44799999999999995,174.014,229787,3,69.14693,9,0
943,Pokolgép,Pokolgép,spotify:track:6JMzPwsmYDFVknewY0NAJA,0.449,0.965,9,-5.2989999999999995,0,0.0801,9.51e-06,0.00028399999999999996,0.16,0.5660000000000001,143.762,194427,4,76.80098000000001,7,0
944,Returning,Binary One,spotify:track:0jlQn5ENU6pt3yDRlMDgjB,0.139,0.0403,0,-30.162,0,0.0666,0.99,0.937,0.0921,0.0383,87.34,235172,4,23.387439999999998,13,0
945,Lovers And Friends,Lil Jon & The East Side Boyz Featuring Usher & Ludacris,spotify:track:41PWz0hAiU9FqsmjR9Wh62,0.675,0.501,10,-6.183,1,0.22,0.0541,0.0,0.429,0.532,139.861,260600,4,54.793380000000006,12,1
946,My Wife's Nightie,Lord Kitchener,spotify:track:0kh4UY0Og0ex0WQINBUo19,0.8320000000000001,0.397,5,-10.642000000000001,1,0.124,0.94,2.28e-06,0.0946,0.9640000000000001,129.945,155720,5,31.49294,9,0
947,American Kids,Kenny Chesney,spotify:track:1dgWTMoHwTUnQhOQ8SR5fV,0.733,0.589,7,-7.37,1,0.1,0.0476,5.85e-06,0.0366,0.867,170.097,182960,4,78.9244,5,1
948,Forever,"Drake Featuring Kanye West, Lil Wayne & Eminem",spotify:track:6HSqyfGnsHYw9MmIpa9zlZ,0.415,0.9259999999999999,5,-1.304,0,0.374,0.253,0.0,0.256,0.542,158.423,357347,4,43.43125,12,1
949,Drunk On A Plane,Dierks Bentley,spotify:track:1soxUgYIZb1qx1c7o1Lc7z,0.423,0.73,9,-5.566,1,0.032,0.00495,1.13e-05,0.23800000000000002,0.66,205.972,254467,4,29.02845,13,1
950,Cost Of Livin',Ronnie Dunn,spotify:track:41TDpmZqjVfCEFE8yMNhGc,0.662,0.29,4,-7.896,1,0.0349,0.895,0.0,0.0959,0.28300000000000003,148.393,250480,4,23.66798,12,1
951,Millionaire,Chris Stapleton,spotify:track:68JS5SFTnW5Yv9Vzw81Jf0,0.616,0.474,10,-9.607999999999999,1,0.0266,0.192,0.00762,0.0989,0.493,142.689,210133,4,23.82185,7,1
952,Popotitos,Los Straitjackets,spotify:track:5Z0LAvBAucVyMAeAlryK0B,0.5870000000000001,0.7,1,-8.638,0,0.0375,0.0108,0.0301,0.0845,0.934,143.724,188467,4,30.35075,9,0
953,Come And See Me,PARTYNEXTDOOR Featuring Drake,spotify:track:1wZqJM5FGDEl3FjHDxDyQd,0.7170000000000001,0.34700000000000003,11,-10.265,0,0.0636,0.0511,2.43e-06,0.087,0.0589,84.98700000000001,235477,4,71.02978,6,1
954,Firework,Glee Cast,spotify:track:6F55MQrSDrsmsTH50WCGrk,0.619,0.888,8,-5.1979999999999995,1,0.0719,0.011000000000000001,0.0,0.10099999999999999,0.442,124.029,227507,4,25.5886,11,1
955,Thrash On The Streets,Dangerous,spotify:track:0ELbhCvUtuhiRek6xF3WwM,0.16399999999999998,0.9740000000000001,9,-4.776,1,0.282,9.14e-06,0.0178,0.191,0.257,174.832,384160,4,38.06139,18,0
956,Sugar,Maroon 5,spotify:track:3ZKUZe1oUDnEUOQkzBJjf6,0.748,0.716,1,-9.388,1,0.0336,0.0472,0.0,0.0924,0.8959999999999999,120.039,234440,4,72.557,5,1
957,Everywhere I Go,Pony Pony Run Run,spotify:track:3pdATuW4jelU6MuJ8klrl1,0.718,0.861,11,-5.466,0,0.04,0.0133,0.00286,0.395,0.856,122.993,199409,4,45.57602,9,0
958,Curse The Gods,Destruction,spotify:track:1VHQF5TWJ8i0KCsMLhOaNI,0.295,0.991,2,-3.082,1,0.1,1.7e-06,0.688,0.09300000000000001,0.469,100.939,315067,4,45.57095,17,0
959,Oklahoma,Billy Gilman,spotify:track:2TIzsX5IvHW2ppG5PD7Qma,0.42,0.268,1,-10.217,1,0.0332,0.484,0.0,0.0892,0.27,138.595,244000,4,44.34768,11,1
960,Who Dat Girl,Flo Rida Featuring Akon,spotify:track:7z73ehYAn9O1XP9XlCqVtd,0.7190000000000001,0.616,1,-3.951,1,0.0395,0.00683,3.11e-05,0.0742,0.625,124.963,200880,4,39.01911,9,1
961,What A Beautiful Day,Chris Cagle,spotify:track:2I4wcoJP7bT7PceIag67rn,0.5760000000000001,0.8140000000000001,6,-5.818,1,0.0363,0.21600000000000003,1.35e-06,0.0969,0.7659999999999999,98.024,224787,4,77.63869,5,1
962,X,Chris Brown,spotify:track:2aCOTUTsSh9018q7nTsdjm,0.642,0.595,10,-5.909,1,0.10400000000000001,0.11900000000000001,0.0,0.19899999999999998,0.535,98.03299999999999,249255,4,49.81872,13,1
963,Fallout (Of Our Being),Nausea,spotify:track:6SO0RfXtb6kgYO17lNwKn8,0.308,0.935,2,-7.309,0,0.124,0.0025399999999999997,0.203,0.303,0.171,89.54700000000001,115853,4,71.55419,4,0
964,Broken,lovelytheband,spotify:track:6XcfKZvJio9Z0fQy11GnNX,0.6659999999999999,0.728,7,-5.808,1,0.0419,0.00175,4.26e-06,0.0429,0.51,122.99600000000001,204878,4,27.813740000000003,9,1
965,Virally Yours,The Black Dahlia Murder,spotify:track:0TUTZ7R5O5LuB8oT93G2qk,0.474,0.982,10,-3.3160000000000003,0,0.14300000000000002,0.000173,0.000405,0.341,0.114,99.72,182507,3,27.76342,11,0
966,#SELFIE,The Chainsmokers,spotify:track:1HOlb9rdNOmy9b1Fakicjo,0.789,0.915,0,-3.263,1,0.248,0.0135,8.77e-06,0.0818,0.66,127.955,183750,4,38.0043,9,1
967,Mi Complemento,Los Huracanes del Norte,spotify:track:1slFp8QjFaeCR2AmC6EUx7,0.546,0.309,3,-17.473,1,0.0892,0.0407,0.0,0.0651,0.624,157.012,201691,3,37.71887,12,0
968,Dance With Me - Calvo Remix,Felix Jaehn,spotify:track:5pX7tpiTlOlDNMDbRwAAH9,0.687,0.899,7,-5.61,0,0.0474,0.0162,0.312,0.198,0.257,126.02600000000001,187857,4,47.389109999999995,8,0
969,Gucci Gucci,Kreayshawn,spotify:track:1ea97AUSazu2QZw9BnHJqK,0.7120000000000001,0.924,10,-2.802,0,0.0683,0.165,1.77e-05,0.9059999999999999,0.9009999999999999,77.508,187840,4,24.933320000000002,7,1
970,Personality Crisis,New York Dolls,spotify:track:4yIGrc1Y8eAPS3MMICh184,0.324,0.955,7,-9.599,1,0.168,0.0551,6.39e-06,0.0876,0.244,143.295,243867,4,28.50402,9,0
971,Make No Sense,YoungBoy Never Broke Again,spotify:track:6klLvorLoo1sxvZcjJIY8I,0.8759999999999999,0.733,10,-4.478,0,0.33299999999999996,0.0208,0.0,0.0999,0.9620000000000001,154.904,148630,4,32.918209999999995,9,1
972,Electricity,Silk City x Dua Lipa,spotify:track:5N4erncE7kuUccm7zEmwzk,0.588,0.67,0,-6.439,1,0.0473,0.0104,3.33e-06,0.33799999999999997,0.505,118.15899999999999,238173,4,34.85759,12,1
973,Sauce It Up,Lil Uzi Vert,spotify:track:1uL78kFWxhz3umTMWJu8n5,0.813,0.528,6,-6.305,0,0.313,0.0715,0.0,0.125,0.131,79.532,207039,4,69.09966,8,1
974,Shmufty,Heyoka,spotify:track:6ZddVgRQp2WMnS8reZ76GF,0.78,0.618,10,-6.17,0,0.0559,0.00981,0.18899999999999997,0.239,0.9620000000000001,100.005,283200,4,28.215659999999996,13,0
975,Coming Home,Diddy - Dirty Money Featuring Skylar Grey,spotify:track:6Iocm6VMu6bVNYwiDoyQFW,0.392,0.8390000000000001,7,-1.921,1,0.193,0.158,0.0,0.3,0.23199999999999998,168.00099999999998,238693,4,53.20179,8,1
976,Priests Of Sodom,Cannibal Corpse,spotify:track:6m5EVmAlKhJwbQCT3xN5Kt,0.5710000000000001,0.996,10,-4.907,0,0.215,4.93e-05,0.601,0.187,0.0468,94.992,211693,4,13.75959,6,0
977,Middle Fingers Up,Attila,spotify:track:14ZX4MpuG9XW1MaZY5drY0,0.594,0.9309999999999999,1,-4.612,1,0.0384,0.00047599999999999997,0.102,0.307,0.473,114.986,157053,4,44.89467,6,0
978,Stumble,Kraak & Smaak,spotify:track:3uvALUobqjZvTGAh6737Mb,0.665,0.5489999999999999,7,-11.388,0,0.0458,0.0917,0.557,0.0583,0.217,91.036,270720,4,32.89457,12,0
979,Try Me,The Weeknd,spotify:track:4ppTAJUbNXELZcoUaL90wo,0.456,0.679,8,-5.778,0,0.064,0.596,0.000573,0.129,0.107,92.02600000000001,221107,4,32.134029999999996,11,1
980,You Gets No Love,Faith Evans,spotify:track:61kG6g3btiapbSVEj3D0Hb,0.7490000000000001,0.677,5,-3.502,0,0.125,0.21100000000000002,0.0,0.196,0.917,96.87200000000001,241400,4,43.1736,10,1
981,The Family Ghost - Live at Graspop,King Diamond,spotify:track:1ym2cqRaG6xCZCZR8293v7,0.214,0.938,7,-10.700999999999999,1,0.146,4.98e-05,0.0118,0.976,0.14400000000000002,105.652,265724,4,185.9394,5,0
982,Get Low,Zedd,spotify:track:4o23IhSCeVbvnrVJpwaOOT,0.718,0.9259999999999999,1,-3.511,1,0.0494,0.027000000000000003,1.76e-05,0.0513,0.54,108.01799999999999,204583,4,22.37744,10,0
983,Windy,Lalu,spotify:track:2CzJ5ieTEeW6EITfyojgBn,0.43799999999999994,0.741,7,-6.869,1,0.0394,0.251,0.10300000000000001,0.106,0.158,184.01,231653,4,42.82056,13,0
984,Kiss Somebody,Morgan Evans,spotify:track:4f3fb3alVLFc8Ga4ncpg7x,0.57,0.684,6,-7.053999999999999,1,0.0465,0.136,0.0,0.205,0.531,89.012,213183,4,50.2783,9,1
985,Mouth Music,Black V Neck,spotify:track:4FlUX74emdA8AQnrquWBke,0.81,0.987,1,-3.825,1,0.0547,0.00011200000000000001,0.902,0.0564,0.281,124.994,244800,4,24.956999999999997,14,0
986,Video Games,Lana Del Rey,spotify:track:24jvD83UgLmrdGjhWTFslY,0.23600000000000002,0.249,6,-9.595,0,0.0348,0.8109999999999999,1e-06,0.087,0.18100000000000002,72.847,281960,5,36.11882,12,1
987,Better Run,Dub Inc.,spotify:track:4sDidFl2yb1cBtOBzxaVM6,0.7490000000000001,0.631,7,-6.037000000000001,1,0.05,0.141,0.0,0.111,0.529,87.979,235773,4,48.10385,11,0
988,Puro Rock,Resorte,spotify:track:2cwiOLyAbk6HaVKN6SEHRb,0.51,0.785,9,-7.105,1,0.114,0.00249,0.000587,0.107,0.5429999999999999,169.937,230760,4,42.546659999999996,10,0
989,A Good Day To Run,Darryl Worley,spotify:track:6EFqjXS2NinmyYcUI25OdH,0.597,0.787,6,-5.322,1,0.0285,0.222,3.7e-05,0.0982,0.664,147.36,188573,4,40.63402,9,1
990,N.Y.C.,Easy Mo Bee,spotify:track:6fDUxP6x8iNxua9J00gzzx,0.5660000000000001,0.9329999999999999,6,-3.405,0,0.396,0.016,0.0,0.29100000000000004,0.489,75.88,307827,3,92.84037,10,0
991,Souvenir,Julien Baker,spotify:track:1JPRgRUK044O15wgv8uZO1,0.598,0.3,6,-11.044,0,0.0264,0.732,0.502,0.0946,0.16699999999999998,109.03399999999999,212467,4,78.65569,6,0
992,Raggarträff och dunka plåt,Raggarkungen,spotify:track:6MXuLwXtPrkcn4Lixd9Ax3,0.6629999999999999,0.736,0,-6.742999999999999,1,0.0307,0.14400000000000002,2.6700000000000002e-05,0.155,0.763,125.038,202326,4,68.74665,9,0
993,Samajavaragamana,Sid Sriram,spotify:track:3j9DrRebdWK1jkpOw9FZUy,0.568,0.6629999999999999,8,-6.178999999999999,1,0.0345,0.91,4.8200000000000006e-05,0.124,0.8079999999999999,165.203,219818,3,55.4691,8,0
994,Crusaders,Harry Gregson-Williams,spotify:track:1NpSdOfFA7XPpEKlTV4OTr,0.44299999999999995,0.17300000000000001,5,-21.11,0,0.0366,0.409,0.9670000000000001,0.0993,0.0348,118.147,100467,4,78.34649,4,0
995,Coleus Sanctus - Live,Powerwolf,spotify:track:1fNZMxICdcnpD6ps98mTaM,0.397,0.9390000000000001,4,-4.868,1,0.207,0.00868,0.0,0.9420000000000001,0.226,146.438,277093,4,15.86938,11,0
996,Timber,Pitbull Featuring Ke$ha,spotify:track:3cHyrEgdyYRjgJKSOiOtcS,0.581,0.963,11,-4.087,1,0.0981,0.0295,0.0,0.139,0.7879999999999999,129.99200000000002,204160,4,23.53589,10,1
997,The Freezing Moon,Mayhem,spotify:track:4bisYzu8op8HSacxOvHLu0,0.156,0.884,2,-10.481,1,0.0648,0.0204,0.105,0.316,0.138,92.544,375560,4,107.54401000000001,13,0
998,Satisfaction,Eve,spotify:track:0klzutEUO6IX3QSmtRDFrq,0.843,0.5529999999999999,11,-3.198,0,0.43700000000000006,0.23600000000000002,0.0,0.0523,0.63,93.383,258733,4,26.42267,11,1
999,Hot In Herre,Nelly,spotify:track:04KTF78FFg8sOHC1BADqbY,0.956,0.745,11,-4.753,0,0.12,0.20600000000000002,0.0,0.0615,0.912,107.075,228240,4,28.44537,10,1
1000,Feel Good Time,P!nk Featuring William Orbit,spotify:track:2oBays3WwAHXspT84n5Lhg,0.5579999999999999,0.823,10,-4.588,1,0.132,0.0102,9.449999999999999e-05,0.209,0.564,138.376,236773,4,32.47064,9,1
1001,Body Language - Interpretation,Booka Shade,spotify:track:6syBFNheQcC5HYt4sh6gkC,0.8,0.7559999999999999,11,-10.124,0,0.0671,0.3,0.885,0.16,0.67,128.004,300267,4,48.47555,12,0
1002,Harsh Generation,Grendel,spotify:track:1LEVqv0ugmJtrwgZqs10Ix,0.489,0.991,11,-5.292999999999999,1,0.0616,0.00787,0.0,0.363,0.691,139.98,233933,4,27.26207,8,0
1003,Tear In My Heart,twenty one pilots,spotify:track:3bnVBN67NBEzedqQuWrpP4,0.655,0.632,2,-4.802,1,0.0489,0.0189,0.0,0.0722,0.447,120.113,188493,4,51.528040000000004,8,1
1004,Zodd the Immortal,Beast In Black,spotify:track:2gK7UVCib9pwEIau5hHbXs,0.512,0.978,5,-6.497000000000001,0,0.11800000000000001,3.42e-06,0.00502,0.295,0.252,125.01700000000001,213440,4,53.34506,9,0
1005,Pieces Of Me,Ashlee Simpson,spotify:track:7yXibbAYi4to5oQTeO738f,0.532,0.807,2,-4.301,1,0.057,0.0584,0.0,0.114,0.759,87.18299999999999,217440,4,28.515290000000004,10,1
1006,Any Means Necessary,Hammerfall,spotify:track:2SZfUbZPR88wvZ92tXK7TO,0.466,0.963,0,-3.759,0,0.0483,0.000221,0.508,0.425,0.355,109.994,215307,4,19.82958,10,0
1007,Runaway,NB Ridaz Featuring Angelina,spotify:track:49hhlarIcc7kZe459BrXQ8,0.718,0.6709999999999999,11,-7.517,0,0.113,0.377,0.0,0.114,0.552,170.012,240133,4,38.890640000000005,13,1
1008,Down The Road,Kenny Chesney With Mac McAnally,spotify:track:51z3II8ZUCj4KGaUk9DKUg,0.63,0.49700000000000005,4,-11.616,1,0.0395,0.40399999999999997,0.0,0.1,0.49200000000000005,77.899,179173,4,33.77883,10,1
1009,All Eyes On You,Meek Mill Featuring Chris Brown & Nicki Minaj,spotify:track:0hy1SOTEn9ifXTzOwnCwEr,0.589,0.6579999999999999,11,-5.287999999999999,0,0.203,0.0242,0.0,0.11800000000000001,0.251,77.521,223973,4,29.45828,12,1
1010,Heart On Ice,Rod Wave,spotify:track:6fWa5CRgy0z30OeGZyMBvD,0.733,0.389,10,-8.468,0,0.0738,0.0513,0.0,0.141,0.244,157.878,159670,3,23.60367,7,1
1011,Decode,Paramore,spotify:track:5rrJOeJ2SMhtQjIPD8kmLr,0.27699999999999997,0.9490000000000001,10,-4.072,0,0.0919,0.00155,0.00011200000000000001,0.765,0.23199999999999998,164.102,264205,4,16.31483,10,1
1012,"Symphony No. 7, ""Angel of Light"": III. Come un sogno",Einojuhani Rautavaara,spotify:track:5D1C13JHD5kCD94O8WnXK1,0.10099999999999999,0.0292,1,-31.949,1,0.0426,0.308,0.87,0.11199999999999999,0.0288,62.928999999999995,615693,4,43.59125,29,0
1013,Promise,Ciara,spotify:track:1pLdjo3lOBbMaoR4ZpybFH,0.6970000000000001,0.629,9,-5.757000000000001,1,0.0425,0.409,3.8e-06,0.0819,0.439,123.279,267413,4,74.11307,9,1
1014,Get Like Me,David Banner Featuring Chris Brown,spotify:track:2IBF9lQ9lgVai8LkskI5L7,0.823,0.753,1,-4.199,1,0.47600000000000003,0.00323,0.0,0.228,0.6559999999999999,117.281,224547,5,51.43202,9,1
1015,Yes!,Chad Brock,spotify:track:1PrZOkFxJqTZAH8P3x87hW,0.674,0.623,2,-5.97,1,0.0283,0.004079999999999999,5.610000000000001e-05,0.0488,0.452,126.54700000000001,206733,4,19.674879999999998,9,1
1016,Abomination Reborn,Suffocation,spotify:track:3sJ2P2SAWfIBTvruMXQHw0,0.272,0.987,6,-5.478,0,0.16699999999999998,7.87e-06,0.23,0.14400000000000002,0.32,105.604,213373,4,38.67557,9,0
1017,Be Like That,3 Doors Down,spotify:track:30lK6CcrHYtmw7wLd3h41t,0.484,0.6709999999999999,7,-6.696000000000001,1,0.0247,0.0054600000000000004,2.1600000000000003e-05,0.115,0.28800000000000003,96.118,236293,4,74.05869,8,1
1018,True,Ryan Cabrera,spotify:track:0jdeV5dSB3kUBRqe1xQJbh,0.598,0.4,6,-10.054,1,0.0241,0.45899999999999996,0.0,0.151,0.369,96.93799999999999,203546,4,38.9938,10,1
1019,Stand In Your Love (Radio Version),Bethel Music,spotify:track:6HRU0CPcG0q3Dq8XVBWacL,0.461,0.802,0,-4.448,1,0.0325,0.11199999999999999,0.0,0.11599999999999999,0.342,144.518,221333,4,39.902390000000004,10,0
1020,Hussle in the House,Nipsey Hussle,spotify:track:4sxEYZ3eMLOeETkbcVIrcP,0.648,0.9129999999999999,4,-2.436,0,0.345,0.0141,0.0,0.0565,0.737,88.795,200200,4,20.58299,11,0
1021,Soldier of Metal,Doro,spotify:track:3UNQgkzoA00TYrwrO4qAsE,0.37799999999999995,0.555,0,-6.562,0,0.0312,0.163,0.0,0.13699999999999998,0.281,140.701,275363,3,52.88703,11,0
1022,Knockin' Boots,Luke Bryan,spotify:track:6ERR6e7h6wCqGoz1TjiUJb,0.7390000000000001,0.682,2,-3.728,1,0.205,0.129,0.0,0.32799999999999996,0.634,131.983,199382,4,30.51261,11,1
1023,Machine,Born Of Osiris,spotify:track:7sxiG6BuAb28nh3qGmbz7L,0.44299999999999995,0.991,1,-3.458,1,0.281,0.00398,0.000579,0.106,0.0519,155.045,264774,4,25.57526,8,0
1024,Annie,In Aeternam Vale,spotify:track:6STjNcK11YpOBqRRI9n03T,0.66,0.847,11,-10.464,1,0.0452,0.0103,0.159,0.0692,0.0766,126.61200000000001,271960,4,22.22053,9,0
1025,Kiss It Better,Rihanna,spotify:track:0UHB9METy4VCXNgkcGqHqS,0.619,0.8059999999999999,3,-4.8,0,0.0483,0.272,0.0,0.0671,0.877,95.0,253080,4,48.96937,13,1
1026,Meet Me Halfway,The Black Eyed Peas,spotify:track:0xfpx7AiwgSKEtjotea2L6,0.7979999999999999,0.629,11,-6.857,0,0.0735,0.00474,2.17e-05,0.324,0.4,130.0,284373,4,30.48537,14,1
1027,Shallow,Lady Gaga & Bradley Cooper,spotify:track:2VxeLyX666F8uXCJ0dZF8B,0.5720000000000001,0.385,7,-6.362,1,0.0308,0.371,0.0,0.231,0.32299999999999995,95.79899999999999,215733,4,19.85254,8,1
1028,Save Room,John Legend,spotify:track:3sTc75CCyIw4FPs6cXkOe7,0.69,0.5720000000000001,7,-6.131,1,0.0264,0.0457,0.0,0.0969,0.375,111.919,235667,4,32.95114,11,1
1029,Reggae,No Bros,spotify:track:14wmUjs8AJv1GXhqJlH9gQ,0.525,0.943,2,-3.548,1,0.0959,0.00325,0.7609999999999999,0.9620000000000001,0.544,103.32700000000001,197320,4,32.17995,10,0
1030,"Ganges gawa de, koi wo shita.",Nanahira,spotify:track:6e97EBGLOEQ36OCi1Vxndk,0.8490000000000001,0.7809999999999999,4,-4.62,1,0.0531,0.325,8.25e-05,0.13,0.826,101.984,242787,4,25.80728,7,0
1031,Era La Vo,Victoria de los Ángeles,spotify:track:2DU5a2P7DaiHeqo5wwq3Qa,0.233,0.172,9,-14.958,0,0.0438,0.977,0.000362,0.10300000000000001,0.0393,81.525,154613,5,33.15,8,0
1032,Headsprung,LL Cool J,spotify:track:1GIN41bLhiKeEPeC2vXH8i,0.718,0.7859999999999999,0,-5.76,1,0.0284,0.0114,2.5e-05,0.0745,0.465,99.916,267320,4,40.33202,20,1
1033,Lemonade,Gucci Mane,spotify:track:6rUcS9i07F6okIe8wujs5J,0.741,0.6579999999999999,7,-7.757999999999999,1,0.0853,0.643,3.43e-06,0.307,0.746,142.05700000000002,246013,4,25.59049,11,1
1034,Dirty Little Secret,The All-American Rejects,spotify:track:5lDriBxJd22IhOH9zTcFrV,0.465,0.9540000000000001,10,-4.251,1,0.044000000000000004,0.000346,5.38e-06,0.573,0.45799999999999996,143.85,193653,4,16.671039999999998,9,1
1035,Silouans Song,Arvo Pärt,spotify:track:4q1ZdfNAC0gOAQSOj65ux0,0.16,0.08800000000000001,5,-19.288,0,0.0403,0.9079999999999999,0.583,0.10099999999999999,0.0353,85.135,332839,4,56.040330000000004,15,0
1036,Listen,Glee Cast,spotify:track:68GZZPYc0IYcOWgKPnc63S,0.517,0.644,11,-5.3660000000000005,1,0.0491,0.174,0.0,0.111,0.195,122.694,219253,4,44.41352,11,1
